"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"13390","SY_Tepee/DH130910","Overall",0.958869340470331,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13391","Scala/DH130910","0",0.665299597401927,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13392","Scala/DH130910","2",0.647630766103183,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13393","Scala/DH130910","Overall",0.962402035366067,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13394","Wintmalt/DH130910","0",-0.15159556995406,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13395","Wintmalt/DH130910","2",0.374059063287582,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13396","Wintmalt/DH130910","Overall",0.888131087614366,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13397","Flavia/DH130910","2",0.665863048208047,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13398","Flavia/DH130910","Overall",0.665863048208047,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13399","Overall","0",0.14898587621623,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13400","Overall","2",0.714119816683133,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13401","Overall","Overall",0.952949385949591,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13402","SY_Tepee/DH130910","0",0.262753890337469,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13403","SY_Tepee/DH130910","2",0.646861794706408,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13404","SY_Tepee/DH130910","Overall",0.98082142464551,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13405","Scala/DH130910","0",0.330125063552766,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13406","Scala/DH130910","2",0.538093322118927,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13407","Scala/DH130910","Overall",0.959745574709326,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13408","Wintmalt/DH130910","0",-0.0839859953071813,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13409","Wintmalt/DH130910","2",0.700055806098356,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13410","Wintmalt/DH130910","Overall",0.917884737464735,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13411","Flavia/DH130910","2",0.798504704810973,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13412","Flavia/DH130910","Overall",0.798504704810973,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13413","Overall","0",0.356272387355547,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13414","Overall","2",0.798393350979349,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13415","Overall","Overall",0.947214201754412,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
